Horodateur,Seconde ville,Troisième ville,Première ville,Environnement,Vie sociale,Accès à la culture,Sécurité,Facilité de transport,Accès à l'emploi,Vie de famille,Coût de la vie,Mer,Montagne,Toulouse,Marseille,Alès,Paris,Annecy,Bordeaux,Lyon,La Rochelle,Saint Chamas,Note max,Proche de la mer?,Proche de la montagne
,,,Bordeaux,7,5,7,5,7,5,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,9,7,5,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,6,6,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,6,6,5,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,7,8,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,6,6,7,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,5,7,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,8,8,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,5,8,7,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,7,5,5,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,5,8,7,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,7,7,6,6,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,5,5,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,9,8,5,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,7,6,6,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,8,6,8,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,8,5,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,5,7,4,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,5,6,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,7,5,6,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,9,6,7,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,7,6,7,5,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,9,7,5,7,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,7,7,6,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,6,6,6,5,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,8,7,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,9,7,6,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,6,5,7,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,5,8,8,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,6,6,4,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,9,7,5,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,7,5,8,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,8,5,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,8,7,5,5,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,9,6,7,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,5,8,5,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,5,7,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,6,5,6,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,8,6,9,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,5,5,5,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,7,5,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,9,6,8,7,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,6,5,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,5,6,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,7,6,8,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,7,6,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,7,8,8,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,6,5,7,6,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,8,6,8,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,5,8,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,9,7,5,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,4,8,6,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,4,5,7,9,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,7,5,6,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,6,8,6,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,9,8,5,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,5,6,8,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,5,5,9,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,7,6,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,5,5,7,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,6,8,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,8,5,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,8,8,4,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,5,8,8,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,7,5,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,5,5,5,5,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,5,7,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,6,6,6,4,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,7,5,7,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,6,5,8,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,8,5,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,8,5,8,7,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,7,6,6,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,9,5,5,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,5,7,5,5,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,6,5,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,8,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,6,8,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,5,5,5,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,6,7,7,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,8,6,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,6,5,8,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,6,7,7,8,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,5,5,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,5,8,5,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,7,6,6,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,6,5,6,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,4,7,8,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,6,6,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,7,8,7,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,4,5,7,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,8,7,8,8,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,8,8,5,8,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,7,7,5,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,7,6,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,6,6,8,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,8,5,7,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,7,7,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,7,6,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,5,7,6,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,4,7,6,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,5,7,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,8,5,8,5,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,8,6,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,8,5,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,7,7,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,6,6,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,5,6,5,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,7,7,5,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,8,6,6,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,7,7,5,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,8,7,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,8,5,7,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,5,7,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,7,7,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,7,8,7,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,4,5,6,7,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,7,5,5,8,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,5,6,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,7,7,6,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,5,5,8,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,6,6,5,4,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,6,5,8,5,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,7,6,5,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,8,8,9,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,6,6,8,6,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,6,5,5,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,6,8,8,5,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,8,5,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,5,5,5,6,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,6,7,6,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,8,6,7,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,7,7,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,6,5,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,8,5,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,9,7,7,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,4,6,6,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,9,8,7,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,5,5,6,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,9,6,5,7,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,5,7,8,7,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,8,6,7,5,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,5,5,5,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,6,5,7,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,8,7,7,4,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,7,7,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,6,8,6,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,8,5,5,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,7,5,7,5,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,9,6,6,8,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,6,7,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,8,6,7,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,5,5,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,8,5,5,7,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,6,7,6,7,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,6,6,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,7,7,8,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,6,5,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,4,7,6,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,7,7,8,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,5,5,5,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,6,7,8,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,7,5,7,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,6,7,4,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,8,6,5,8,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,9,6,5,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,5,6,5,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,7,8,6,7,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,5,8,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,5,8,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,9,7,5,4,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,5,8,7,5,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,5,7,5,4,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,5,8,6,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,6,5,6,8,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,5,5,6,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,5,8,6,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,7,8,9,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,5,6,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,7,6,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,6,6,8,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,6,5,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,6,8,7,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,7,7,7,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,8,7,7,9,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,9,7,5,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,7,6,6,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,6,7,7,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,8,5,7,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,7,8,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,5,8,6,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,4,8,5,7,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,9,7,5,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,9,7,6,8,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,6,5,7,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,7,5,5,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,7,5,5,6,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,5,6,5,5,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,5,6,6,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,7,8,7,9,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,9,5,5,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,9,7,7,4,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,5,7,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,7,8,5,5,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,9,6,6,9,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,6,5,5,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,5,6,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,7,8,7,7,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,7,5,7,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,7,5,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,4,5,6,8,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,9,5,8,7,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,6,5,5,5,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,8,7,5,8,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,5,7,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,8,7,5,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,6,5,7,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,6,5,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,8,8,6,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,7,6,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,6,5,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,9,8,5,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,6,8,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,5,5,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,6,7,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,5,6,4,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,6,7,7,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,5,8,7,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,8,5,7,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,4,6,6,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,6,6,6,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,9,5,7,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,6,6,6,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,5,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,5,5,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,5,5,6,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,7,7,7,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,8,6,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,7,8,5,5,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,5,5,6,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,8,5,8,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,5,5,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,6,7,7,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,7,6,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,7,8,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,4,8,6,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,7,8,6,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,5,6,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,9,8,8,7,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,6,8,7,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,8,7,5,7,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,7,6,8,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,5,5,6,4,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,6,6,5,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,5,6,8,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,8,5,9,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,8,5,6,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,6,8,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,6,5,5,8,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,5,6,6,4,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,5,5,4,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,9,5,8,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,8,6,6,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,8,7,8,6,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,5,7,8,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,8,5,6,8,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,6,6,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,9,8,7,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,6,7,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,7,6,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,6,5,7,4,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,5,5,5,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,7,5,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,7,6,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,8,5,4,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,5,5,6,5,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,9,8,7,9,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,9,8,7,5,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,8,8,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,5,8,8,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,4,8,6,7,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,8,8,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,7,8,6,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,5,8,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,5,5,5,8,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,5,6,7,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,6,7,8,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,8,6,8,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,7,6,5,7,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,4,8,8,7,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,5,6,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,6,8,6,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,7,8,5,7,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,5,8,5,8,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,8,6,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,7,8,7,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,7,8,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,9,6,6,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,5,7,8,4,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,8,5,5,5,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,7,6,8,6,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,5,5,8,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,5,6,7,7,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,5,6,5,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,5,4,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,7,8,6,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,5,5,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,6,7,6,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,7,6,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,8,5,5,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,6,6,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,7,5,7,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,6,7,5,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,8,5,6,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,5,5,6,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,8,5,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,5,8,5,8,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,5,8,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,5,8,6,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,8,5,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,7,5,6,4,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,7,6,7,4,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,9,8,8,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,8,8,5,8,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,7,7,6,4,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,5,8,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,6,6,6,4,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,7,5,8,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,7,8,9,6,7,1,0,,,,,,,,,,,,
